Summary level,Program label,Program,Sub-program,Name,Id2,hcv_sub_units,% Occupied,# Reported,% Reported,Average months since report,% moved in past year,Number of people per unit,Number of people: total,Average Family Expenditure per month ($$),Average HUD Expenditure per month ($$),hcv_annhhinc,Household income per year per person,"% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more",% Households where wages are major source of income,% Households where welfare is major source of income,% Households with other major sources of income,% of local median (Household income),hcv_pct_vli,hcv_pct_eli,% 2+ adults with children,% 1 adult with children,% female head,% female head with children,"% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households",% 24 years or less (Head or spouse),% 25 to 49 years (Head or spouse),% 51 to 60 (Head or spouse),% 62 or more (Head or spouse),% 85 or more (Head or spouse),hcv_pctmin,%Black Non-Hispanic,%Native American Non-Hispanic,%Asian or Pacific Islander Non-Hispanic,%White Non-Hispanic, %Black Hispanic,%White Hispanic,%Other Hispanic,% Hispanic,% Multiple Race,Average months on waiting list,Average months since moved in,% with utility allowance,Average utility allowance $$,% 0 - 1 bedrooms:,% 2 bedrooms,% 3+ bedrooms,% Overhoused,% in poverty (Census tract),% minority (Census tract),% single family owners (Census tract),Congressional District,CBSA,PLACE,Latitude,Longitude,State,PHA Total Units,HA category
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 120800,42003120800,87,76,66,99,11,5,2.7,175,358,537,14314,5398,8,40,17,11,25,44,5,50,23,95,77,2,70,92,71,16,75,15,11,65,12,12,-1,97,95,-1,2,3,-1,-1,-1,0,0,-1,58,98,151,17,47,36,-1,24,86,34,NA,38300,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 130100,42003130100,87,76,66,99,10,6,2.5,162,364,537,12761,5199,12,38,17,20,14,33,11,56,21,98,74,2,55,82,55,33,100,23,2,68,23,8,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,93,100,193,30,36,33,6,54,98,48,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 130200,42003130200,69,76,52,99,11,13,2.9,149,424,537,15369,5364,16,20,24,12,29,50,12,37,25,92,69,4,54,92,56,22,100,17,-1,60,27,13,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,58,127,94,208,25,19,56,10,41,99,68,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 130300,42003130300,117,76,88,99,11,13,2.3,200,319,537,11839,5209,21,29,16,13,20,31,11,55,20,99,75,3,53,83,55,27,71,20,6,55,24,16,1,99,97,-1,1,1,1,-1,-1,1,0,1,105,84,144,32,39,30,8,40,98,30,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 130400,42003130400,115,76,87,99,9,16,2.4,208,347,537,12971,5426,17,29,21,15,18,36,6,59,21,98,75,5,59,90,60,26,85,22,8,56,21,15,1,99,98,-1,-1,1,1,-1,-1,1,0,-1,92,99,158,20,54,26,8,40,98,47,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 130600,42003130600,118,78,91,99,11,3,2.4,216,358,537,12857,5417,14,38,11,14,24,40,7,47,22,95,73,-1,54,89,53,23,83,19,2,69,15,13,-1,99,98,1,-1,1,-1,-1,-1,0,0,-1,108,98,201,31,36,33,8,41,98,46,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 140300,42003140300,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 140500,42003140500,40,76,30,99,12,-1,1.7,52,361,537,14945,8622,7,40,20,13,20,30,3,67,26,97,77,-1,27,67,27,61,71,44,-1,33,43,23,3,90,90,-1,-1,10,-1,-1,-1,0,0,-1,138,87,136,57,27,17,7,16,66,19,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 140600,42003140600,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 140800,42003140800,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 141100,42003141100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 141300,42003141300,23,76,17,99,12,-1,1.2,21,361,537,11277,9129,6,41,47,6,-1,12,-1,88,22,100,94,-1,-1,59,-1,60,100,86,-1,18,12,71,18,12,12,-1,-1,88,-1,-1,-1,0,0,-1,222,100,58,76,24,-1,6,24,24,22,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 141400,42003141400,28,76,21,99,12,10,1.3,27,317,537,10951,8518,-1,67,24,5,5,5,-1,95,21,100,95,-1,14,52,10,63,92,70,5,10,24,62,5,5,5,-1,-1,95,-1,-1,-1,0,0,-1,145,57,77,81,19,-1,5,10,18,43,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 151600,42003151600,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 151700,42003151700,36,76,27,99,15,4,1.7,47,308,537,10795,6202,4,54,35,8,-1,11,-1,85,20,100,100,-1,7,52,7,50,87,53,-1,37,7,56,7,22,19,-1,4,78,-1,-1,-1,0,0,5,137,85,138,44,41,15,7,11,16,63,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 160800,42003160800,72,76,54,99,12,17,1.9,103,381,537,14646,7679,6,39,20,17,19,30,2,69,25,94,70,4,24,80,24,53,55,34,2,48,30,20,2,61,61,-1,-1,39,-1,-1,-1,0,0,1,89,63,179,59,15,26,6,19,13,68,NA,38300,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 160900,42003160900,42,76,32,99,9,-1,1.3,43,356,537,15202,11313,-1,20,37,27,17,19,-1,75,29,91,66,-1,22,75,22,44,44,35,-1,34,16,50,16,28,25,-1,-1,72,-1,3,-1,3,0,-1,128,59,108,78,19,3,-1,27,12,13,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 170200,42003170200,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 170600,42003170600,21,76,16,99,12,6,2.3,36,267,537,8691,3863,13,69,6,13,-1,19,6,75,15,100,94,-1,44,94,44,38,-1,22,13,56,31,-1,-1,75,75,-1,-1,25,-1,-1,-1,0,0,-1,108,94,154,38,44,19,-1,19,13,57,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 180300,42003180300,175,76,132,99,11,8,2.7,351,354,537,12889,4847,12,34,20,15,19,39,5,51,21,96,77,1,64,91,63,28,91,19,5,73,14,8,-1,83,81,-1,-1,17,1,2,-1,2,0,-1,102,95,192,22,37,41,9,28,42,59,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 180700,42003180700,79,76,60,99,10,3,2.6,157,369,537,13837,5288,12,32,22,17,18,38,8,53,23,95,80,3,50,88,53,27,63,20,7,52,15,27,-1,73,72,-1,2,27,-1,-1,-1,0,0,-1,109,63,216,37,22,42,7,22,24,51,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 190300,42003190300,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 191100,42003191100,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 191400,42003191400,57,76,43,99,11,7,2.3,99,376,537,12768,5546,17,24,27,15,17,33,7,56,21,98,77,2,49,74,51,37,63,26,-1,53,28,19,-1,53,53,-1,-1,47,-1,-1,-1,0,0,-1,131,88,176,30,40,30,12,22,15,45,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 191500,42003191500,53,76,40,99,9,20,1.6,64,286,537,10923,6827,10,55,15,10,10,33,8,60,20,98,83,-1,23,68,23,61,50,38,5,40,50,5,-1,70,68,-1,-1,30,3,-1,-1,3,0,-1,84,100,122,78,13,10,-1,12,15,53,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 191600,42003191600,54,76,41,99,10,2,2.5,101,363,537,14239,5780,5,33,28,15,20,41,5,51,24,98,76,-1,66,90,66,33,100,29,-1,73,22,5,-1,68,66,-1,-1,32,-1,2,-1,2,0,-1,139,98,181,22,39,39,-1,17,24,62,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 191700,42003191700,23,76,17,99,12,12,2.1,36,308,537,10140,4788,19,38,25,6,13,29,12,53,18,94,82,-1,47,82,47,21,100,19,-1,71,12,18,-1,41,35,6,-1,59,-1,-1,-1,0,0,-1,117,88,175,47,12,41,6,8,11,80,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 191800,42003191800,44,76,33,99,9,12,2.4,78,365,537,13437,5685,9,45,18,12,15,27,6,67,22,94,82,-1,55,82,52,52,100,29,-1,61,27,12,-1,30,30,-1,-1,70,-1,-1,-1,0,0,41,133,91,174,39,33,27,6,6,8,74,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 191900,42003191900,25,76,19,99,11,16,2.4,45,296,537,9933,4194,32,26,21,16,5,32,16,53,17,100,89,5,63,95,63,44,67,22,5,68,11,16,-1,32,32,-1,-1,68,-1,-1,-1,0,0,-1,107,89,179,26,42,32,-1,13,10,76,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 192000,42003192000,57,76,43,99,11,14,2.5,109,361,537,13671,5393,5,34,29,10,22,30,9,56,23,93,79,-1,51,93,51,37,88,29,2,58,21,19,-1,56,53,-1,-1,44,2,-1,-1,2,0,-1,132,95,184,42,21,37,7,15,18,72,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 202200,42003202200,123,76,93,99,11,6,2.3,213,384,537,15097,6592,8,35,20,8,30,35,4,58,25,91,68,-1,51,85,49,37,82,30,4,57,27,12,1,78,78,-1,-1,22,-1,-1,-1,0,0,-1,114,98,183,31,37,32,9,28,41,61,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 202300,42003202300,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 210700,42003210700,52,76,39,99,10,21,1.9,75,315,537,12485,6492,16,32,16,16,19,41,3,51,22,95,69,-1,59,72,54,23,100,16,10,59,21,10,-1,95,92,-1,-1,5,-1,3,-1,3,0,-1,90,97,125,36,49,15,3,22,84,22,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 220600,42003220600,38,76,29,99,12,3,1.7,48,371,537,15153,9155,3,34,28,7,28,28,3,69,27,86,69,-1,24,76,24,42,100,46,-1,31,34,34,-1,90,86,-1,-1,10,-1,3,-1,3,0,-1,124,100,138,62,24,14,7,22,46,11,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 240600,42003240600,61,76,46,99,10,11,2.4,112,361,537,13572,5574,10,24,31,12,24,41,2,48,23,93,72,-1,59,85,57,40,67,21,13,57,24,7,-1,63,63,-1,-1,37,-1,-1,-1,0,0,-1,94,98,177,33,37,30,4,16,20,33,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 241200,42003241200,15,76,11,99,11,9,2,22,327,537,12633,6316,18,36,18,9,18,18,-1,82,22,100,73,-1,45,91,45,43,75,32,-1,45,18,36,-1,64,64,-1,-1,36,-1,-1,-1,0,0,-1,102,64,188,64,9,27,-1,19,21,50,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 250300,42003250300,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 250700,42003250700,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 250900,42003250900,21,76,16,99,10,-1,2.3,37,440,537,14813,6406,-1,14,57,-1,29,38,6,44,25,94,75,-1,63,94,63,47,100,32,6,69,19,6,-1,94,81,6,-1,6,-1,6,-1,6,0,-1,120,100,214,25,44,31,19,22,57,42,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 260200,42003260200,66,76,50,99,10,6,2.8,140,416,537,15557,5556,10,33,8,16,33,48,6,44,24,98,66,2,54,90,56,32,100,20,6,64,24,6,-1,76,74,-1,-1,24,-1,2,-1,2,0,-1,121,98,207,28,26,46,2,20,34,73,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 260700,42003260700,49,76,37,99,10,5,2.6,98,346,537,12959,4893,17,31,19,11,22,32,5,59,21,95,84,3,70,86,68,28,100,20,5,68,14,14,-1,92,89,-1,3,8,-1,-1,-1,0,0,-1,99,92,181,22,43,35,5,4,44,57,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 261200,42003261200,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 261400,42003261400,113,76,85,99,9,11,2.7,233,382,537,14007,5110,12,28,20,17,22,45,5,46,22,95,78,2,62,87,62,34,40,17,4,68,22,6,-1,91,86,-1,-1,9,4,-1,1,5,0,-1,104,96,192,27,39,34,1,34,75,57,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 261500,42003261500,69,76,52,99,9,6,2.8,145,449,537,18063,6478,4,28,18,14,36,44,-1,52,28,88,62,2,63,87,63,25,100,20,2,71,19,8,2,94,94,-1,-1,6,-1,-1,-1,0,0,-1,118,96,205,23,31,46,12,32,72,50,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 262000,42003262000,21,76,16,99,11,6,2.8,44,312,537,9816,3569,31,31,19,13,6,25,19,56,17,100,88,-1,63,94,63,23,100,14,-1,69,13,19,-1,63,63,-1,-1,38,-1,-1,-1,0,0,-1,142,88,217,31,19,50,13,34,33,59,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 270100,42003270100,30,76,23,99,10,-1,2.2,51,381,537,14403,6495,5,38,10,14,33,43,-1,48,24,96,65,-1,57,96,57,24,100,16,4,57,30,9,-1,96,91,-1,-1,4,-1,-1,4,4,9,-1,124,96,173,26,52,22,13,7,28,72,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 270300,42003270300,73,76,55,99,10,5,2.7,147,392,537,13954,5221,13,31,17,6,33,36,7,51,22,96,71,-1,64,87,62,29,100,21,2,67,24,7,-1,87,85,-1,-1,13,2,-1,-1,2,0,-1,113,96,176,27,27,45,5,16,36,53,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 270400,42003270400,38,76,29,99,11,3,2.2,65,369,537,13324,5945,7,39,18,14,21,28,3,66,23,90,76,-1,45,86,45,36,50,23,-1,52,34,14,3,90,90,-1,-1,10,-1,-1,-1,0,0,-1,111,79,222,48,24,28,3,20,50,60,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 270800,42003270800,32,76,24,99,9,8,2.5,61,376,537,14396,5664,9,30,26,9,26,38,4,54,23,96,75,-1,50,92,50,52,100,31,-1,71,17,13,-1,67,63,-1,-1,33,4,-1,-1,4,0,-1,128,96,180,29,29,42,8,16,20,70,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 271500,42003271500,176,76,133,99,11,6,2.7,356,405,537,15055,5624,10,28,19,14,29,39,5,53,24,92,69,2,61,89,63,24,100,19,4,71,18,8,1,83,82,-1,-1,17,1,1,-1,2,0,2,109,99,201,29,29,41,4,16,46,59,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 281400,42003281400,193,76,146,99,8,12,2.9,428,330,537,12314,4200,16,32,23,12,17,41,14,40,19,95,82,3,77,94,79,17,82,13,8,71,13,8,-1,88,87,1,-1,12,-1,1,-1,1,1,2,85,98,102,12,45,43,3,30,44,59,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 281500,42003281500,23,76,17,99,14,-1,3.3,56,388,537,15013,4557,18,18,35,6,24,35,18,47,23,88,71,-1,76,88,65,20,50,23,6,65,18,12,-1,65,59,-1,-1,35,6,-1,-1,6,0,-1,107,94,209,18,35,47,6,6,20,76,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 290100,42003290100,79,76,60,99,10,10,2.4,141,351,537,13677,5820,14,27,19,19,22,40,5,53,23,97,70,-1,57,80,52,33,75,24,5,68,13,13,-1,60,57,-1,-1,40,2,2,-1,3,0,-1,108,95,198,35,30,35,7,17,18,74,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 290200,42003290200,150,76,113,99,11,9,2.2,250,310,537,11343,5127,8,48,21,10,13,24,8,63,19,97,84,3,46,81,45,42,92,28,4,61,23,12,-1,48,47,-1,-1,52,-1,-1,1,1,0,5,108,94,152,40,37,23,4,18,14,67,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 290400,42003290400,183,76,138,99,10,22,1.7,230,278,537,10463,6278,16,39,23,13,8,20,4,72,19,100,83,-1,28,73,28,41,58,30,2,46,29,22,-1,51,48,1,-1,49,1,-1,1,2,0,42,89,82,132,60,28,12,6,23,14,65,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 300100,42003300100,313,76,236,99,10,9,2.6,619,358,537,13319,5078,14,34,15,16,21,40,5,51,22,95,74,1,58,88,58,32,94,21,5,69,19,7,-1,86,81,1,3,14,1,-1,-1,1,0,-1,98,95,190,29,35,36,7,40,58,69,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 310200,42003310200,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 310300,42003310300,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 320400,42003320400,19,76,14,99,14,-1,2.3,32,313,537,10386,4544,29,29,14,21,7,29,7,64,17,100,93,7,50,86,50,25,100,22,-1,57,29,14,-1,43,43,-1,-1,57,-1,-1,-1,0,0,-1,119,93,215,29,29,43,21,20,8,83,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 320600,42003320600,19,76,14,99,14,-1,3.1,43,405,537,14940,4864,-1,50,14,-1,36,29,7,64,24,93,64,7,64,93,71,42,100,21,-1,86,-1,14,7,64,57,-1,7,36,-1,-1,-1,0,0,-1,120,100,222,21,29,50,7,14,9,86,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 320700,42003320700,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,61000,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 401100,42003401100,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 401200,42003401200,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 401300,42003401300,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,38300,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Allegheny County 402000,42003402000,21,100,21,100,5,14,2.7,57,272,538,10703,3943,16,37,21,16,11,19,5,67,17,100,86,-1,62,86,62,30,-1,23,5,76,14,5,-1,52,52,-1,-1,48,-1,-1,-1,0,0,37,105,81,214,19,24,57,19,13,7,74,NA,38300,07976,NA,NA,PA,NA,NA
